MapFile	StringId	Text
OUTD3.STR	13	"성에서 몰래 빼내 줘서 고마워요. 서커스 일은 미안해요. 나를 찾느라 너무 고생하지 않았으면 좋겠군요. 당신이 나를 납치했다는 걸 아무도 눈치채지 못하도록 이제 혼자 들어갈게요. 다시 한번 고맙고, 안녕히 가세요. 이 일은 기억하겠습니다. 신세를 갚을게요!"
OUTD3.STR	14	검은 꼼짝도 하지 않습니다!
OUTD3.STR	20	전기 저항이 영구적으로 10 증가합니다.
OUTD3.STR	21	전기 저항이 영구적으로 3 증가합니다.
OUTD3.STR	22	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: _t_staoi_on_oiz_
OUTE1.STR	1	검은 꼼짝도 하지 않습니다!
OUTE1.STR	11	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: oon_htfdorstusl_
OUTE2.STR	2	사과가 더는 남아 있지 않은 것 같습니다.
OUTE2.STR	19	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: f_oteh__fe_h__e_
OutE3.str	2	뉴 소피갈에 오신 것을 환영합니다
OutE3.str	5	태양 수도원
OutE3.str	9	어리석게도 우물에 돈을 던져 넣자 지갑이 훨씬 가벼워졌습니다.
OutE3.str	11	사과가 더는 남아 있지 않은 것 같습니다.
OutE3.str	12	사과를 땄습니다!
OutE3.str	19	검은 꼼짝도 하지 않습니다!
OutE3.str	21	행운의 날입니다! 금화 +100.
OutE3.str	27	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: _nrh__tf__cehr__
PbP.STR	43	거인의 검
PbP.STR	46	공기의 군주의 감옥
PbP.STR	47	대지의 군주의 감옥
PbP.STR	48	불의 군주의 감옥
PbP.STR	49	물의 군주의 감옥
PbP.STR	50	에스카톤의 궁전에 들어갑니다.
PbP.STR	51	공기의 군주의 감옥에 들어갑니다.
PbP.STR	52	불의 군주의 감옥에 들어갑니다.
PbP.STR	53	물의 군주의 감옥에 들어갑니다.
PbP.STR	54	대지의 군주의 감옥에 들어갑니다.
PYRAMID.STR	1	경고! 센서 배열 제어 장치는 허가받지 않은 인원의 사용을 엄격히 금합니다! 시야의 표식은 통신 기술자만 사용할 수 있습니다! 위반자에게 약한 전기 충격이 가해집니다.
PYRAMID.STR	2	경고! 화물 승강기 제어 장치는 허가받지 않은 인원의 사용을 엄격히 금합니다! 풍뎅이의 표식은 보급 장교만 사용할 수 있습니다! 위반자에게 약한 전기 충격이 가해집니다.
PYRAMID.STR	4	방사선 피해!
PYRAMID.STR	6	중앙 피라미드 입구는 남쪽에 있습니다.
PYRAMID.STR	9	화염의 문
PYRAMID.STR	10	방사선 피해!
PYRAMID.STR	12	문은 꼼짝도 하지 않습니다.
PYRAMID.STR	13	방사선 피해!
PYRAMID.STR	14	방사선 피해!
PYRAMID.STR	15	물이 갈라집니다.
PYRAMID.STR	16	경고! 전력 변동 발생! 즉시 기술부에 알리십시오!
PYRAMID.STR	17	에너지 누출이 발생하면 안전과 편의를 위해 마련된 치료용 연못에서 몸을 씻으십시오.
PYRAMID.STR	18	수정 해골이 방사선 피해를 흡수합니다.
PYRAMID.STR	20	열쇠를 지닌 자만 암호를 말할 수 있습니다.
PYRAMID.STR	22	그림 문
PYRAMID.STR	23	뒷문
PYRAMID.STR	26	정화의 연못
PYRAMID.STR	27	VARN의 우물 암호는 마지막에 입력해야 합니다.
PYRAMID.STR	32	일등 항해사의 암호는 무엇입니까?
PYRAMID.STR	34	항법사의 암호는 무엇입니까?
PYRAMID.STR	36	통신 장교의 암호는 무엇입니까?
PYRAMID.STR	38	기술 장교의 암호는 무엇입니까?
PYRAMID.STR	40	의무관의 암호는 무엇입니까?
PYRAMID.STR	42	선장의 암호는 무엇입니까?
PYRAMID.STR	44	정답은?
PYRAMID.STR	45	틀렸습니다.
PYRAMID.STR	46	접근 거부. 먼저 모든 암호를 입력해야 합니다.
PYRAMID.STR	47	주 전원 고장. 비상 전원을 가동합니다.
PYRAMID.STR	48	주 전원이 복구되었습니다.
PYRAMID.STR	53	"고된 노력 끝에 상형문자의 내용을 해독했습니다. 공허를 건너는 길은 길고 험난하겠지만, 그 끝에서 만날 땅은 조상이나 적에게 더럽혀지지 않은 풍요로운 곳일 것이다. 너희의 후손이 전쟁과 기근과 공포가 없는 완전한 세상에서 살아갈 것임을 믿어라. 긴 항해 동안 함선을 돌보고 약속의 땅에 안전히 도착하게 하는 것이 너희의 신성한 의무임을 잊지 마라. 한 번의 재난으로 둘을 모두 잃지 않도록 수호자를 잘 보살피되 함선과 떨어진 안전한 곳에 두어라."
PYRAMID.STR	54	"고된 노력 끝에 악마 그림과 섞인 상형문자의 내용을 해독했습니다. 아이들아, 우리의 적을 기억하고 그 위험을 절대 얕보지 마라. 항해 중에는 그들을 보지 못하겠지만, 항해가 끝난 뒤 공허에서 침공해 올 가능성에 항상 대비해야 한다. 적은 형언할 수 없이 강하지만, 횡단 직후에는 수가 적고 방어가 약해 취약하다. 함선에 실린 에너지 무기로 그들을 물리쳐라. 절대로 그보다 못한 무기로 맞서지 마라. 그러면 반드시 죽을 것이다."
SCI-FI.STR	4	합선입니다!
SCI-FI.STR	11	"VARN 행성 제어 시설의 자유 관람에 오신 것을 환영합니다. 모든 방문객을 기쁜 마음으로 맞이합니다. 주요 구역에 도착할 때마다 안내 화면을 확인해 자세한 정보를 살펴보십시오. 즐거운 관람 되십시오!"
SCI-FI.STR	12	"이곳은 주요 장비 보관 및 수리 시설입니다. 지금쯤 공중에 떠다니는 드론봇 몇 대를 보셨을 것입니다. 드론봇은 이 시설의 핵심 시스템 유지와 위생 관리를 담당합니다. 장치가 손상되면 이곳으로 옮겨 수리합니다."
SCI-FI.STR	13	"왼쪽 방은 중앙 회의장입니다. 세계 각지에서 온 귀빈들을 위한 연회가 이곳에서 열렸습니다. 셰리던 왕은 스물한 번째 생일 연회에서 모그레드 조각이 목에 걸려 죽을 뻔했으나 한 시녀에게 구조되었고, 훗날 그녀와 결혼해 왕비로 삼았다고 합니다. 아, 사랑이란."
SCI-FI.STR	14	"수석 기술자 윌슨의 개인 기록. 나는 6번 보관실에 몸을 가뒀지만 현재 탈출할 방법이 없다. 드론봇들이 미쳐 눈에 보이는 사람을 모조리 죽이고 있다. 위험 물질 누출 경고에도 4층 중앙 제어 단말기에 접근해 구조 신호를 보냈지만, 몇 주째 어느 식민지와도 연락이 닿지 않아 구조될 가능성은 없어 보인다. 드론들이 탈출하지 못하도록 시설도 봉쇄했다. 내 암호화 코드가 풀릴 때쯤에는 식민지 주민들이 방어 태세를 갖추었기를 바란다. 에마에게 사랑한다고 전해 줘. 윌슨, 통신 종료."
SCI-FI.STR	15	"불편을 드려 죄송합니다. 모든 인원은 즉시 시설에서 대피해 주십시오. 당황하지 마십시오. 감사합니다."
SCI-FI.STR	16	"행성 반응실에 들어가기 전에 드론에게 보안경을 요청하십시오. 최대 출력으로 가동할 때 이 시설은 우주에서도 보일 만큼 밝은 빛을 낼 수 있습니다. 빛을 직접 바라보지 마십시오."
SCI-FI.STR	17	"경보. 4층 18구역부터 96구역까지 환경 제어 장치가 작동하지 않습니다. 별도 공지가 있을 때까지 드론만 출입할 수 있습니다."
SCI-FI.STR	18	"경고, 침입자 경보. 4층 구역. 모든 드론은 4층으로 이동해 침입자를 저지하십시오. 반응로 정지. 암호화 무결성 2.064%. 경고, 침입자 경보, 4층..."
SCI-FI.STR	19	"블래스터는 효과적이고 정확한 원거리 공격 수단입니다. 사용하려면 손잡이를 편안하게 잡고 총구를 목표물에 겨눈 뒤 방아쇠를 부드럽게 당기십시오. 불발되더라도 총구 안을 들여다보지 말고 교관에게 맡겨 수리하십시오. 증발시키고 싶지 않은 대상에게는 절대로 블래스터를 겨누지 마십시오."
SEWER.STR	6	누군가 침대 밑에 숨어 있습니다!
SEWER.STR	9	무언가가 숨겨져 있습니다!
t01.STR	2	빛의 신전에서 나갑니다.
t02.STR	2	어둠의 신전에서 나갑니다.
t03.STR	15	제단을 모독했습니다.
t04.STR	2	구덩이의 회관에서 나갑니다.
t04.STR	30	구덩이에 들어갑니다.
ZDDB02.STR	2	자루에서 육포를 찾았습니다. (식량 +10)
ZDDB02.STR	3	벌꿀주가 든 통.
ZDDB02.STR	4	벌꿀주를 마시자 기분이 좋아집니다.
ZDDB02.STR	5	스튜가 담긴 그릇.
ZDDB02.STR	6	스튜가 맛있습니다. 기분이 나아집니다. (체력 +5)
ZDDB02.STR	7	나무 조각이 든 상자.
ZDDB02.STR	10	상자 안에는 가치 있는 것이 없습니다.
ZDDB03.STR	2	자루에서 육포를 찾았습니다. (식량 +10)
ZDDB03.STR	3	벌꿀주가 든 통.
ZDDB03.STR	4	벌꿀주를 마시자 기분이 좋아집니다.
ZDDB03.STR	5	스튜가 담긴 그릇.
ZDDB03.STR	6	스튜가 맛있습니다. 기분이 나아집니다. (체력 +5)
ZDDB03.STR	7	나무 조각이 든 상자.
ZDDB03.STR	10	상자 안에는 가치 있는 것이 없습니다.
ZDDB04.STR	2	작은 나무못을 찾았습니다.
ZDDB04.STR	4	상자에 작은 구멍이 있는 것 같습니다.
ZDDB04.STR	5	나무못을 구멍에 끼우자 작은 열쇠가 튀어나옵니다.
ZDDB04.STR	6	상자에 자물쇠가 채워져 있습니다. 열쇠가 필요합니다.
ZDDB04.STR	7	열쇠를 자물쇠에 끼우자 철컥 열립니다.
ZDDB05.STR	1	부서져 가는 바위.
ZDDB05.STR	2	환기구에서 신선한 공기가 들어옵니다.
ZDDB05.STR	3	독성 포자 때문에 뒤로 물러납니다.
ZDDB05.STR	4	환기구.
ZDDB05.STR	5	공기가 탁해 기침이 납니다.
ZDDB05.STR	6	"작은 님프가 바닥 구멍에서 나와 포자를 치워 준 것에 감사하며 힘차게 악수합니다. 그러고는 구멍 속으로 사라지는데, 이상하게도 구멍도 함께 사라집니다. 경험치 +500."
ZDDB05.STR	7	작은 스위치.
ZDDB06.STR	1	광산이 주위에서 흔들리고 뒤틀립니다.
ZDDB06.STR	2	이 광산에 지진이 난 것 같습니다.
ZDDB06.STR	3	물이 든 통.
ZDDB06.STR	4	채굴 장비가 든 자루.
ZDDB06.STR	6	이 방은 매우 불안정해 보입니다.
ZDDB06.STR	8	레버를 당기자 위에서 돌이 떨어집니다.
ZDDB06.STR	9	문제없이 금을 채굴합니다.
ZDDB06.STR	10	머리 위의 느슨한 잔해가 떨어집니다.
ZDDB06.STR	11	광맥이 고갈되었습니다.
ZDDB06.STR	12	재빨리 움직여 큰 바위들을 피했습니다.
ZDDB06.STR	13	물은 더럽지만 그래도 상쾌해집니다.
ZDDB06.STR	14	더러운 물 때문에 입안에 나쁜 맛이 남습니다.
ZDDB06.STR	15	문들이 걸린 것 같습니다.
ZDDB06.STR	16	스위치가 제자리에 고정되어 있습니다.
ZDDB06.STR	17	바위 더미.
ZDDB06.STR	18	낙석 때문에 광산 안쪽으로 더 들어갈 수 없습니다.
ZDDB06.STR	19	작은 돌과 잔해가 위에서 떨어집니다.
ZDDB07.STR	1	공기 중에 강한 가스 냄새가 퍼져 있습니다.
ZDDB07.STR	2	작게 반짝이는 연못.
ZDDB07.STR	3	물이 몸을 식혀 줍니다.
ZDDB07.STR	5	횃불에 불이 붙으며 늪 가스도 함께 타오릅니다.
ZDDB07.STR	6	수백 마리의 뱀이 바닥에서 기어 나와 물어뜯습니다.
ZDDB07.STR	7	늪 가스 때문에 기침과 구역질을 하며 뒤로 물러납니다.
ZDDB07.STR	8	"물을 마시지만 아무 효과도 없습니다."
ZDDB07.STR	9	스위치가 작동하지 않습니다.
ZDDB07.STR	10	수백 마리의 뱀이 바닥에서 기어 나와 물어뜯습니다.
ZDDB07.STR	11	목소리가 쉭쉭거리며 말합니다. "뱀의 길을 걸어라."
ZDDB07.STR	12	"목소리가 속삭입니다. 나는 늪의 정령이다. 축하한다. 원하는 것을 가져가고 평안히 떠나라."
ZDDB08.STR	1	수정 조각이 든 관.
ZDDB08.STR	2	통에는 가치 없는 수정 조각이 가득합니다.
ZDDB08.STR	3	도구가 놓인 탁자.
ZDDB08.STR	4	정제 도구와 작은 수정 부스러기가 흩어져 있습니다.
ZDDB08.STR	5	자루.
ZDDB08.STR	6	자루에는 가치 없는 불량 수정 조각이 들어 있습니다.
ZDDB08.STR	8	원석 상태의 수정을 채굴합니다. (금화 +300)
ZDDB08.STR	9	채굴한 수정을 정제합니다. (가치 +200)
ZDDB08.STR	10	누군가 이 벽화들을 새기는 데 엄청난 공을 들였습니다.
ZDDB08.STR	11	이 면도날처럼 날카로운 수정은 아직 채굴하기에 너무 덜 자랐습니다.
ZDDB08.STR	12	벽화를 살펴보자 마음이 편안해집니다.
ZDDB08.STR	13	새겨진 벽화.
ZDDB08.STR	15	장 안에는 낡고 부서진 채굴 도구가 가득합니다.
ZDDB10.STR	2	힘을 써 스위치를 아래로 내립니다.
ZDDB10.STR	3	"스위치가 걸렸습니다. 더 힘센 사람이 필요합니다."
ZDDB10.STR	4	상자.
ZDDB10.STR	5	상자들은 모두 비어 있습니다.
ZDDB10.STR	7	이 문을 열려면 특별한 열쇠가 필요합니다.
ZDDB10.STR	9	연한 붉은 액체가 든 통.
ZDDB10.STR	10	한 모금 마시자 근육이 부풀어 오릅니다.
ZDDB10.STR	11	액체는 더 이상 효과가 없습니다.
ZDDB10.STR	12	스위치를 젖히자 멀리서 긁히는 소리가 들립니다.
ZDDB10.STR	13	"안개 속에서 해골 기사가 나타나 말합니다. 지나가려면 근처에 있는 내 뼈 앞에서 기도해 주어야 한다. 그 일을 마치면 통과할 수 있다."
ZDDB10.STR	15	뼈는 손을 대기 힘들 만큼 차갑습니다.
ZDDB10.STR	16	뼈 앞에서 기도합니다.
ZDDB10.STR	17	"해골 기사가 안개 속에서 나타나 고개를 끄덕인 뒤 다시 안개 속으로 사라집니다."
ZDDB10.STR	18	이 벽돌 벽 뒤에서 끈적한 무언가가 움직입니다.
ZDDB10.STR	19	벽돌이 빠진 벽.
ZDDB10.STR	20	벽돌이 빠진 자리에서 회색 열쇠를 찾았습니다.
ZDDB10.STR	21	벽돌이 빠진 자리에서 은색 열쇠를 찾았습니다.
ZDDB10.STR	23	이 상자를 열려면 열쇠가 필요합니다.
ZDDB10.STR	24	"갑자기 피어오른 안개 속에서 해골 같은 성직자가 나타나 말합니다. 오래전 이곳에서 고문당해 내 뼈가 이 층 곳곳에 흩어졌다. 내 유해를 모두 파괴하고 돌아오면 통과시켜 주겠다. 그 뼈를 보면 느낌으로 알 수 있을 것이다... 그는 이내 사라집니다."
ZDDB10.STR	25	성직자의 뼈 하나를 찾아 파괴합니다.
ZDDB10.STR	26	성직자가 다시 나타나 고개를 끄덕입니다. "고맙다. 그 친절을 잊지 않겠다. 이제야 편히 쉴 수 있겠구나." 그는 다시 사라집니다.
ZDDB10.STR	27	뼈에서 불길한 느낌이 듭니다.
ZDDB10.STR	29	아이언 메이든 안에는 가시밖에 없습니다.
ZDDB10.STR	30	매장 벽감을 뒤져 금화를 찾았습니다.
ZDDB10.STR	31	뼈에 전기가 차오르는 것 같습니다!
ZDDB10.STR	32	정말 오래된 뼈입니다... 아주 오래됐습니다.
ZDDB10.STR	33	이 고대의 뼈에서 지식을 얻습니다.
ZDDB10.STR	34	죽은 지 오래된 모험가.
ZDDB10.STR	35	시신을 뒤져 금화를 찾았습니다.
ZDDB10.STR	37	"안개가 피어오르며 해골 귀족의 그림자가 앞을 막고 말합니다. 이 무덤의 언데드들이 안식을 찾지 못하고 있다. 떠나려면 그들을 하나씩 모두 찾아가야 한다. 귀족은 당신을 밀쳐 낸 뒤 사라집니다."
ZDDB10.STR	38	"해골 귀족이 안개 속에서 나타나 고개를 끄덕인 뒤 사라집니다."
ZDDB10.STR	40	우리 안의 해골.
ZDDB10.STR	41	해골이 당신을 붙잡으려 합니다.
ZDDB10.STR	42	벽에서 기묘한 힘이 뻗어 나와 당신을 붙잡습니다.
ZDDB10.STR	45	자루에서 그럭저럭 먹을 만한 음식을 찾았습니다.
ZDDB10.STR	46	벽돌에 휘갈겨 쓴 글이 있습니다.  2=1  3=2  1=3
ZNWC.STR	4	무언가를 찾았습니다!
ZNWC.STR	5	아무것도 없습니다.
ZNWC.STR	6	금화가 부족합니다.
ZNWC.STR	7	물약 판매
ZNWC.STR	8	상한 음식!
ZNWC.STR	9	딸꾹!
6D01.STR	24	고블린워치
6D04.STR	16	불의 군주
6D05.STR	8	검은 액체가 든 통
6D08.STR	31	마법의 벽
6D08.STR	34	섀도 길드
6D09.STR	6	책장
6D09.STR	15	스너글의 철광산
6D10.STR	11	드라군 성채
6D11.str	7	코라곤의 영지
6D13.STR	4	모놀리스
6D13.STR	8	예쁜 꽃
6D14.STR	4	승강기
6D14.STR	5	발판
6D15.STR	7	각종 식량 자루
6D15.STR	8	왕좌
6D15.STR	16	아이스윈드 성채
6D16.STR	9	서랍장
6D16.STR	16	군벌의 요새
6D18.STR	4	타일
6D19.STR	10	샹들리에
6D19.STR	11	가마솥
6D19.STR	13	에이거의 연구소
6T2.STR	3	사악한 수정
6T2.STR	6	깜빡이는 횃불
6T3.STR	4	감방
6T3.STR	6	찬차의 신전
6T6.STR	4	오라클 기억 수정
6T6.STR	7	바의 최고 신전
6T7.STR	5	두루마리
6T7.STR	7	바의 머리 1
6T7.STR	9	바의 머리 2
6T7.STR	11	바의 머리 3
6T7.STR	13	바의 머리 4
6T7.STR	24	바의 상급 신전
7d19.STR	9	서랍
7d25.STR	25	램번트 성
7d25.STR	27	안개의 장벽
7d26.STR	25	글로밍 성
7d34.STR	9	광산 수레
7out02.STR	16	불
7out02.STR	17	해치
7out02.STR	22	봉화 화로
7out02.STR	26	화이트 클리프 동굴
7out03.STR	25	하수도
7out03.STR	39	광장
7out03.STR	46	스테드윅 시
7out04.STR	25	나반 성
7out04.STR	26	툴라리안 동굴
7out04.STR	27	클랭커의 연구소
7out05.STR	26	제6 감시탑
7out06.STR	34	선술집
7out13.STR	25	와인 저장고
7out13.STR	27	타이드워터 동굴
7out13.STR	28	마컴 경의 저택
7out13.STR	38	부두
7out13.STR	44	타탈리아
7out13.STR	55	돌
CD1.STR	7	알라모스 성
CD2.STR	15	역장
CD2.STR	17	다크무어 성
CD3.STR	7	기억 수정
CD3.STR	8	크리그스파이어의 수호자
CD3.STR	14	크리그스파이어의 관리인
D28.STR	6	브린 경의 무덤
D32.STR	6	배
ElemA.STR	45	공기의 성
ElemA.STR	46	까마귀 인간 둥지
ElemF.STR	45	불의 성
ElemF.STR	46	전쟁 야영지
ORACLE.STR	5	패널
ORACLE.STR	6	오라클
ORACLE.STR	13	엔로스의 오라클
OUT01.STR	1	대거 운드 섬
OUT01.STR	34	상륙정
OUT01.STR	42	꽃
OUT01.STR	46	레그나 해적 전초기지
OUT01.STR	47	떠오른 도서관
OUT02.STR	1	레이븐쇼어
OUT02.STR	43	이프 예배당
OUT02.STR	45	밀수꾼의 만
OUT02.STR	46	다이어 울프 소굴
OUT02.STR	47	알바르 상인회관
OUT03.STR	1	알바르
OUT03.STR	45	말벌 둥지
OUT03.STR	46	오우거 요새
OUT03.STR	47	다크 드워프 거주지
OUT04.STR	1	아이언샌드 사막
OUT04.STR	39	파괴된 건물
OUT04.STR	40	선인장
OUT04.STR	44	묘비
OUT04.STR	45	트롤 무덤
OUT04.STR	46	사이클롭스 식량창고
OUT04.STR	47	불의 사슬
OUT05.STR	1	가로트 협곡
OUT05.STR	41	꽃
OUT05.STR	45	드래곤 사냥꾼 야영지
OUT05.STR	47	나가 보물고
OUT05.STR	48	이프 대사원
OUT06.STR	1	섀도스파이어
OUT06.STR	40	룬 기둥
OUT06.STR	45	강령술사 길드
OUT06.STR	46	미친 강령술사의 연구소
OUT06.STR	48	뱀파이어 납골당
OUT07.STR	1	머머우즈
OUT07.STR	47	고대 트롤의 거처
OUT08.STR	1	라비지 로밍
OUT08.STR	45	발타자르 소굴
OUT08.STR	46	야만인 요새
OUT08.STR	48	이프 교회
out10.STR	25	썬더피스트 산
out11.STR	25	스톤 시티
out11.STR	26	드워프 고분
out11.STR	27	저택
out12.STR	25	조드 식민지
out12.STR	26	터널 입구
Out13.STR	1	레그나
Out13.STR	16	레그나 함선
Out13.STR	17	침몰한 레그나 함선
Out13.STR	45	해적 거점
Out13.STR	46	버려진 해적 성채
Out13.STR	47	터널
Out13.STR	48	소형 잠수함 격납고
out14.STR	25	타이탄 요새
out14.STR	46	아블리
OUTA1.STR	7	스위트 워터
OUTA2.STR	5	파라다이스 밸리
OUTA3.STR	5	은둔자의 섬
OUTB1.STR	1	악마 소굴
OUTB1.STR	13	크리그스파이어
OUTB1.STR	14	냉기의 성소
OUTB3.STR	8	드래곤샌드
OUTC1.STR	11	프로즌 하이랜드
OUTC1.STR	12	체력의 성소
OUTC1.STR	18	스트롬가드 성
OUTC1.STR	19	화이트 캡
OUTC1.STR	20	록햄/프리 헤이븐
OUTC2.STR	11	정확도의 성소
OUTC2.STR	18	템퍼 성
OUTC2.STR	20	다크무어
OUTC2.STR	21	물의 길드
OUTC2.STR	22	무기고
OUTC2.STR	24	록햄
OUTC2.STR	25	화이트 캡
OUTC2.STR	28	정신의 길드
OUTC3.STR	8	속도의 성소
OUTD1.STR	1	돌의 원
OUTD1.STR	13	인격의 성소
OUTD2.STR	13	부틀렉 베이
OUTD2.STR	22	프리 헤이븐
OUTD2.STR	23	서커스(겨울)
OUTD3.STR	18	전기의 성소
OUTE1.STR	6	뱀장어가 들끓는 바다
OUTE1.STR	7	독의 성소
OUTE2.STR	13	안개 섬에 오신 것을 환영합니다
OUTE2.STR	14	안개 섬
OUTE2.STR	15	지력의 성소
OutE3.str	3	뉴 소르피갈 신전
OutE3.str	4	고블린워치
OutE3.str	23	행운의 성소
PbP.STR	45	에스카톤의 궁전
PYRAMID.STR	8	정화의 연못
PYRAMID.STR	21	VARN의 우물
PYRAMID.STR	25	물의 신전
PYRAMID.STR	28	제어실 입구
PYRAMID.STR	30	그림
PYRAMID.STR	49	책
PYRAMID.STR	50	VARN의 무덤
SCI-FI.STR	2	보관 용기
SCI-FI.STR	3	컴퓨터 단말기
SCI-FI.STR	6	제어 센터
SEWER.STR	5	하수구 철창
SEWER.STR	8	쓰레기
SEWER.STR	17	프리 헤이븐 하수도
ZDDB04.STR	1	벤치
ZDDB10.STR	28	아이언 메이든
ZDTL01.STR	3	서랍장
ZDWJ02.STR	3	데빌 전초기지
ZNWC.STR	3	선반
ZNWC.STR	10	식료품 저장실
ZNWC.STR	11	카운터
ZNWC.STR	13	뉴 월드 컴퓨팅
